"","Oocyte..1.RPKM.","Oocyte..2.RPKM.","Oocyte..3.RPKM.","Zygote..1.RPKM.","Zygote..2.RPKM.","Zygote..3.RPKM.","X2.cell.embryo.1..Cell.1.RPKM.","X2.cell.embryo.1..Cell.2.RPKM.","X2.cell.embryo.2..Cell.1.RPKM.","X2.cell.embryo.2..Cell.2.RPKM.","X2.cell.embryo.3..Cell.1.RPKM.","X2.cell.embryo.3..Cell.2.RPKM.","X4.cell.embryo.1..Cell.1.RPKM.","X4.cell.embryo.1..Cell.2.RPKM.","X4.cell.embryo.1..Cell.3.RPKM.","X4.cell.embryo.1..Cell.4.RPKM.","X4.cell.embryo.2..Cell.1.RPKM.","X4.cell.embryo.2..Cell.2.RPKM.","X4.cell.embryo.2..Cell.3.RPKM.","X4.cell.embryo.2..Cell.4.RPKM.","X4.cell.embryo.3..Cell.1.RPKM.","X4.cell.embryo.3..Cell.2.RPKM.","X4.cell.embryo.3..Cell.3.RPKM.","X4.cell.embryo.3..Cell.4.RPKM.","X8.cell.embryo.1..Cell.1.RPKM.","X8.cell.embryo.1..Cell.2.RPKM.","X8.cell.embryo.1..Cell.3.RPKM.","X8.cell.embryo.1..Cell.4.RPKM.","X8.cell.embryo.2..Cell.1.RPKM.","X8.cell.embryo.2..Cell.2.RPKM.","X8.cell.embryo.2..Cell.3.RPKM.","X8.cell.embryo.2..Cell.4.RPKM.","X8.cell.embryo.2..Cell.5.RPKM.","X8.cell.embryo.2..Cell.6.RPKM.","X8.cell.embryo.2..Cell.7.RPKM.","X8.cell.embryo.2..Cell.8.RPKM.","X8.cell.embryo.3..Cell.1.RPKM.","X8.cell.embryo.3..Cell.2.RPKM.","X8.cell.embryo.3..Cell.3.RPKM.","X8.cell.embryo.3..Cell.4.RPKM.","X8.cell.embryo.3..Cell.5.RPKM.","X8.cell.embryo.3..Cell.6.RPKM.","X8.cell.embryo.3..Cell.7.RPKM.","X8.cell.embryo.3..Cell.8.RPKM.","Morulae..1..Cell.1.RPKM.","Morulae..1..Cell.2.RPKM.","Morulae..1..Cell.3.RPKM.","Morulae..1..Cell.4.RPKM.","Morulae..1..Cell.5.RPKM.","Morulae..1..Cell.6.RPKM.","Morulae..1..Cell.7.RPKM.","Morulae..1..Cell.8.RPKM.","Morulae..2..Cell.1.RPKM.","Morulae..2..Cell.2.RPKM.","Morulae..2..Cell.3.RPKM.","Morulae..2..Cell.4.RPKM.","Morulae..2..Cell.5.RPKM.","Morulae..2..Cell.6.RPKM.","Morulae..2..Cell.7.RPKM.","Morulae..2..Cell.8.RPKM.","Late.blastocyst..1..Cell.1.RPKM.","Late.blastocyst..1..Cell.2.RPKM.","Late.blastocyst..1..Cell.3.RPKM.","Late.blastocyst..1..Cell.4.RPKM.","Late.blastocyst..1..Cell.5.RPKM.","Late.blastocyst..1..Cell.6.RPKM.","Late.blastocyst..1..Cell.7.RPKM.","Late.blastocyst..1..Cell.8.RPKM.","Late.blastocyst..1..Cell.9.RPKM.","Late.blastocyst..1..Cell.10.RPKM.","Late.blastocyst..1..Cell.11.RPKM.","Late.blastocyst..1..Cell.12.RPKM.","Late.blastocyst..2..Cell.1.RPKM.","Late.blastocyst..2..Cell.2.RPKM.","Late.blastocyst..2..Cell.3.RPKM.","Late.blastocyst..2..Cell.4.RPKM.","Late.blastocyst..2..Cell.5.RPKM.","Late.blastocyst..2..Cell.6.RPKM.","Late.blastocyst..2..Cell.7.RPKM.","Late.blastocyst..2..Cell.8.RPKM.","Late.blastocyst..2..Cell.9.RPKM.","Late.blastocyst..2..Cell.10.RPKM.","Late.blastocyst..3..Cell.1.RPKM.","Late.blastocyst..3..Cell.2.RPKM.","Late.blastocyst..3..Cell.3.RPKM.","Late.blastocyst..3..Cell.4.RPKM.","Late.blastocyst..3..Cell.5.RPKM.","Late.blastocyst..3..Cell.6.RPKM.","Late.blastocyst..3..Cell.7.RPKM.","Late.blastocyst..3..Cell.8.RPKM."
"GLDN",2.37462220619121,1.73205207330029,1.53704751940466,1.82781902461732,1.7663831410013,1.89607805539706,1.40816837070811,1.54596836910529,1.12234140752612,1.28569812595812,1.03421571533791,0.871055075086629,0.416839741912829,1.15055967657538,1.50690655458069,1.93130484365067,2.11103131238874,1.92561971200294,0.276198865032242,1.56997709332457,1.32826202860941,2.27560307933685,1.40979822782842,2.11769504266975,0,1.77483975982733,0.723340120251171,1.30567874324229,0,0,0.397255345594427,0,0,0,0,0.631337144127481,0,0.761285273361619,0,0,0,0,0,0.604071323668861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22404027421793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283329168051641,0,0,0,0,0,0,0,0
"DCHS2",2.93111569975779,3.17184731357334,3.44267814822229,1.82171021503467,2.74286855102444,2.1788739581698,1.88674522474211,1.9789277763814,2.28747229511907,2.18269229751619,1.96716860753263,1.85638817681409,2.61329589917267,2.44095219802964,1.33628338786443,1.81147103052984,2.64038956005495,1.74889054264591,2.23786960086751,2.42706975521079,1.1196881745192,1.4070807754505,1.49262232857445,0.851998837112446,3.19896554558606,2.30363464507901,0.789103217501381,1.03703073094497,0,0,0.254594043033141,0,0,0,0,0,0,0.725959234509188,0,1.43456151187261,0,0.250961573533219,0,0.228972569760161,0,0,2.51146803927587,0,0,0,0,0.243669080966863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BHLHB9",0.686164326061359,1.3533232911629,1.51752767033727,4.13307026855667,3.8675999893454,3.88752527074159,3.75210629932519,3.95056172905206,4.06970216663007,4.00351229029525,2.58327837390834,2.87735162644926,4.05241589415114,3.28466218548317,3.41372946410504,2.58856473740135,2.57313211780203,2.54621538477936,3.85519240795915,3.55372911766452,2.95847151623916,4.10341371084902,3.53144384598003,3.54312464483191,3.04509343834495,3.17855530658575,2.66380001553176,2.34369206917902,2.0679828301843,0,2.07382023329167,0,0,0,0,0.189033824390017,0.326537348139952,0,0,0,0,0,0,0,0.396159489073155,0,0,1.15445359267987,0,0,0,0,0,0.196607044094818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM179A",3.98294795515753,4.08423438389024,4.02165738827403,3.20288783347014,2.76171078436334,2.6177686458044,2.96661503777171,3.00468115611791,3.02626890819055,3.03562390973072,2.67649309384177,2.57191946324556,1.30451104180995,0.778208576398087,3.99267780637486,1.15445359267987,2.47612241988015,3.08287286906381,2.8425766307707,3.1630156061833,3.23465459493589,3.2147465226824,3.66800562942296,2.82395311640506,0.279768421593595,0.544979883255804,0.815575428862573,2.11370049916473,0,0,0,0,0,0,0,1.15898325116039,0,0,1.81803247465809,0.32077347694587,0,0,0,0,0,0,1.270229907238,0,0,0,1.44784364436209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05866283937856,0,0,0
"OSBPL5",2.13323470635714,2.13191867886257,2.23664568135327,1.94972167756984,2.22465773412074,2.27052894238072,1.99530360533524,2.14371993109492,1.81844157576416,2.05345893194152,1.91188328940579,1.57918014812715,0.875780063068488,2.05415387176271,1.3397075074486,2.83693401132109,1.66448284036468,3.00054090922619,2.62503664626844,1.44466706684191,2.98932069555447,1.7819891158647,2.71127463104986,2.93130484365067,2.05137210172103,0.541019153133559,2.79784306706554,2.52180456172394,0,0.875780063068488,0.734655433479005,0,0,0.257010618206024,0,0,1.18840092460321,0.897627674279551,0,0.733788168625182,0.434027674663597,0,0.596458139558986,0,0,0,0,0,0,0.780730036476377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAMD4A",3.19896554558606,2.96421377794694,3.31846146516758,3.82710766157074,3.91255406523311,3.99954908734095,3.33356685113426,3.20100646605609,3.55790017766094,4.00261251788184,2.85519240795915,2.98002530023873,4.28769391293474,4.39471991299406,4.23809897022715,4.06376177585185,3.90467676550867,3.54002726925751,4.08082818459605,3.84096670448742,3.98167002210513,4.03324678374794,3.83066097439976,3.98941153106785,1.12101540096137,2.52832126339897,2.29924465779607,2.17600355700892,0.553851968181126,0,0,0,0,0,0.519038609600059,0,1.56364626948406,1.19660704409482,0,1.52155333054509,0,1.3956112485038,1.75060650483559,0.554834395894193,0,0,0,0,0,0,0,0,0,0.786596361890807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FIBCD1",0.58014548442338,0.484395962502666,0.784922701562861,0.624802765252947,1.30451104180995,0.910732661902913,0.442545456105304,0.418999465431266,0.739848102699327,0.883620816285671,0.693319678811575,0.557777671394926,0.843983844048327,1.90188056371866,2.08270258933025,0.974529312483882,1.44519698238171,0.461528559472877,1.88908409859815,2.09491164702547,2.38156025476946,1.27976842159359,2.38239058287347,0.859969548221026,1.7819891158647,0,0.20163386116965,2.45864447937567,0,0,0,0,0,1.81639490916912,0,0,0,0,0,0,0,0,0,0.248534836138679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340277404766254,0,0,0,0,0,0,0,0
"PPP1R3D",6.23867223413523,5.84604193304148,5.8008998999203,6.25323293853803,5.96238706923264,6.24098208914239,5.43772710838665,5.71498728439205,5.42105494692424,5.61541629726287,5.51689764498078,5.53449743373817,4.38460245765075,3.92742242873987,3.30188025283903,3.97581358360401,4.71556395051172,5.17296748059609,4.44625622988956,4.11653110953612,4.89345929330089,5.04500604200744,4.95098157143512,4.97901926859952,2.93508252331866,2.23296768053165,1.04404433270602,1.04684025420297,0.202887833470143,0,0,0.14535138557262,0,0,0.585923976958601,0,0.960511710119024,0.312665173558394,0,0,0,2.09085343045111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374065718222538,0,0.755314904045098,0.380729448503549,0,0,0,0,2.22743303803698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRIK2",2.69108744095189,3.15007219725299,3.06660588420444,1.98002530023873,2.37072227514817,2.62293035092018,2.12333511325308,1.72508672463023,1.85279789281877,1.56851859779254,1.82456421208983,1.6544355408454,2.62690633069132,3.31990690666801,3.02927618237063,3.71753934339116,1.82293404802837,2.91857705450362,2.45706891128218,2.70597790168252,2.88947354253111,2.34426039498542,2.45969390298324,1.94148196386898,2.34482849699744,1.85638817681409,0.271425676092934,1.46571331959596,0,0,0.495695162624069,0.786596361890807,0,0,0,0.372952097911829,0.706641057309409,0,0,0,0,0,0,0.144046369616707,0,0,0.962734090595803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C5",2.58856473740135,1.50131174924366,2.52732060787705,3.09000652990382,3.82232226130316,3.72781156780962,1.93772102576179,1.77652515142191,1.60074549796208,1.80487960825467,3.02909945730875,3.21707557938081,3.28154989336664,2.66584752125555,2.75146372116556,3.41629930547988,2.74200621086674,3.16848158457264,2.36960607003184,2.4630992673481,3.12333511325308,2.7771566660045,3.54547421084018,2.74179054526489,2.71435543310108,2.72683121703249,1.02219023963407,2.24549566281992,0,0,0,0,0,0,0,1.82456421208983,0,0,0,0,0,0,2.1133671207598,0.410341104614087,0,0,0.367371065648529,0.799916202989014,0,0,0,3.08882003329858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DPP6",2.18681745935711,2.87754795155549,2.43562859405209,2.51525829027167,2.04684025420297,2.38100643708862,1.87931367631089,1.9656919492247,1.50182126542091,1.95754320075711,1.50029217673417,1.58880456701555,1.202260983562,3.13142485888825,4.28784163923437,2.17823658460481,3.31961793420016,2.83329492436692,2.30655389949654,2.83289001416474,3.14812063112396,3.08780225897709,3.05606323201852,2.70398660386343,0.295135249000818,0.337996463515016,2.36064520246022,1.71677145641822,0,0,0,1.13290581201151,0.167357927738514,0.569491091958716,0,0.321928094887362,0,0,0,0.471967787661516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0820212693455,0,0,0
"DAAM2",1.1807843910787,1.24366908096686,1.34766565630097,2.87223777364246,2.65007520892099,3.28924428515664,2.88888933720185,2.89840185999219,3.1105302896225,2.84599177066457,2.9136075118231,2.96236393150695,3.44413695658759,3.98904815469394,3.82578562746479,3.00988458893184,2.93696766018807,3.06419306192749,3.43722773891291,3.96199367742026,3.69209237542757,3.44916515681218,4.23641608080517,3.88869454950954,1.31556623031895,1.40653667020517,1.96236393150695,2.54818998907857,0.762136169901112,0.568518597792544,0,0.405992359675837,0,0,0.337996463515016,0,0.197865391353738,0.22650852980868,0,0,1.24731993497982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304511041809953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168642035558839,0,0,0,0,0.221567788538409
"UPB1",1.88596475675397,2.52205574916096,2.20006486151431,3.82466603620963,3.25308162540759,3.15445359267987,3.53206755228903,3.73508887047818,3.41562347512092,3.8203832233586,2.88830489520849,2.78324709737812,4.37615144222452,4.02307788812136,3.98804839748319,3.1347138037548,3.88107724262462,3.65512281122325,4.18491500408245,2.29865831556452,2.56657164062676,4.0123004896486,3.96726084851222,3.67919857056692,3.1788739581698,2.59287558236442,2.82883464946806,2.71325590173097,0.324234562270531,0,1.35670725293538,0,0,0,0,0,0,0,0,0,0,0,1.21723071622067,0,0,0,0,0.778208576398087,0,0,0,1.93960272035604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CBFA2T3",2.44546186717836,2.56364626948406,2.68952281684839,4.08099868569426,3.83035674741922,3.81915722367497,3.42908029352227,3.56157053676636,3.69242719808971,3.80105515919341,3.73617189360605,3.7512494648288,2.91590327420792,3.32337006906127,3.61788616260818,3.97947664267712,3.77505054148317,3.73952410785403,3.60074549796208,2.41602901132623,4.0678968095516,2.40544784370754,3.81516551408758,3.37809540118779,3.22326807752825,1.61964776693088,2.08542465625268,1.64339445347989,0.540027269257507,0,0,0,0,0,0,0.236339539168374,0.891419186846079,0.271425676092934,0,0,0,0,0,1.17951105027151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.910732661902913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGT2A1",4.4997183503928,3.29748491571057,3.31368120713188,3.25640685379425,3.51096191927738,3.60145882061735,3.21769602667169,3.28495824438855,1.7172102990196,1.98804839748319,1.68077442549246,1.10030490579569,3.15785216914174,1.93545974780529,3.88009774972197,2.85638817681409,2.30859386858428,1.67265162932838,1.45680614923047,0,1.58496250072116,0.614474282837701,1.1394694950388,1.60122108558495,0.712815854437372,2.75017770559306,2.35304093573761,2.89122474044901,0.919149363287674,0,0,0,0,0,0,0,0,1.2190910582462,0,0.3928669162308,0,0.267835392097615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC339822",0.446785562143122,0.966430467306298,1.34993137336011,0.739848102699327,1.39341620047154,1.60596835884146,1.26122990898705,0.91226662806645,0.882056070968626,1.202260983562,0.332278283056929,0.722466024471091,0.517023672064581,2.21350281998392,1.20037879798403,1.66493787744175,1.70354371973382,2.91552090075196,0.84799690655495,1.20288783347014,1.14860877020522,2.01221108395087,1.71852602646226,0.923719678749389,1.06350294230616,1.54002726925751,1.73811928878258,1.45048545986112,0,0,0,0,0,0,0,0,0,0,0,0,1.48233202074738,0,1.22835695420105,0,0,0,0,0,0,0,0,0.944858445807539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NMNAT3",3.09912685203688,3.05866283937856,3.53356334821451,2.03878733050557,2.03456789281821,2.35219353774503,1.600269753509,2.23358133219589,1.95046841415012,2.06935846322382,1.52757083683282,1.35558014737736,0.14535138557262,0.860764202628828,4.73995608481389,0.592636428606577,0.725086724630227,3.01738747752592,1.88791513563813,1.42653313811667,2.86076420262883,1.72465027173297,3.21614440785049,2.04718936371245,1.62527048937469,2.43909117035312,3.66493787744175,1.13290581201151,0,0.177598929327733,0,0,0,0.200378797984026,0,0,0.619178216059069,0,0,0,0,0,0,0,0,0,0.360645202460216,0,0,0,0,0.589763486984977,0,0,0,2.94766615679601,0,0.329984649758421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FGD5",1.68929916053589,1.49722912878761,1.89297381527333,1.48284828306847,1.90033550864098,2.14437273429198,1.44307615136267,1.82252621903883,1.92941228790125,1.99313087142926,1.72377696962344,1.48902906385044,2.63296612490967,1.9038095585787,3.54039930563062,2.54646235816709,1.96199367742026,1.42974985080022,2.21101219348551,2.92352953772231,3.02502879449152,3.4630992673481,3.14208662961753,2.51500591643373,0.261831658752137,0.337996463515016,1.7158933705476,0,0,0,1.3397075074486,0,0,0,0,0,0,0,0,0,0,0,1.53156860881496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC285501",0.532067552289031,0.195347598322219,0.609754962172443,1.5385381636298,1.85837892508207,1.30742852519225,1.44307615136267,0.929790997718597,1.22156778853841,1.43616183931445,0.708407983483596,1.37573453858316,2.65489375747332,0.22650852980868,0.773152397014052,2.47612241988015,0.983312871067121,1.66539277104189,0.809825996097451,0.702214251010441,1.30975827142464,0.58880456701555,2.46675761572617,1.33799646351502,2.26633679942013,0,0.162210036314307,0.140124223909071,0,0,0.272620454662992,0,0,0.181420640280142,0,0,0,0,0,0,0,0,0,0,0,0,0.594548549550354,0,0,0,0,0.74931972457408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTR5A",0.82130203988953,0.841570637395517,0.911499848861108,1.71808758396052,1.98513606736801,2.19534759832222,1.36176835941915,1.34539637539127,2.09186905530185,1.46205231879643,1.84116804354865,1.80198636411462,1.65260121759652,3.04176864995163,4.45562312740044,2.21567859660793,2.27828217953273,1.76511036187958,2.53704751940466,2.88225175696972,1.97526332167849,2.08882003329858,2.29219277390189,2.61188056710276,2.11703005301019,1.9701173976055,2.2862897581341,1.65580975435545,0.246104009883917,0,0,0,0.264236151043547,0,0,0,0,0,0,0,1.00144197417391,2.2190910582462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42007811597937,0,0,0,0,0,0,0
"FCHO1",3.70564620952314,3.74953426766926,3.86740230572754,2.59167941693574,2.41386483309795,3.11619838466359,2.92010270703537,2.67671874411843,2.47923056120634,2.47456583453847,3.38929146200697,3.1815796587472,2.08814159686902,3.64892555945312,0.997834332781885,2.34397626006754,3.31440650755482,3.72900887033786,4.39759763012019,3.73563048366954,4.14004239904781,3.96744531278059,4.39670752138398,4.31730406836192,3.32725621558264,1.50690655458069,2.2621324395394,3.11169907219742,0,1.41142624572647,0,0,0,0,0,0.210388864445403,0,0,0,0.205392512989685,1.09153059312062,0,0,0,0,0,0,0,0,0.557777671394926,0,0,1.17951105027151,0,0,0,0,0.352758525040637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508935661864395,2.80343371146442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KCND2",1.32826202860941,1.69643902065575,1.6140030448649,0.947853143387017,1.47508488294878,1.10701824988212,1.11236652307256,1.25096157353322,0.583037623796664,1.24488705912353,1.13422093976063,0.650764559116902,1.64708421262895,1.29865831556452,3.17536491377543,2.63133714412748,1.61635769699669,1.92675853198647,2.25580283660272,1.52757083683282,2.120020095616,2.64869551958324,1.59311469648462,2.75979499575751,2.61541629726287,0.549915553621955,2.04369446122598,2.72465027173297,0,0,0,0,0,0,0,0.651683180632109,0.822934048028371,0.241230035515445,0,0.390667685559667,0,0,1.8571848057912,0,0,0,0.991317756900199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR1N1",3.97764627572151,4.20280949212501,4.64391389642224,3.37169824670375,4.06772475289775,3.88117515534928,2.94691796798583,2.99059187258758,3.36862868162898,2.7819891158647,3.28835856219366,3.24031432933371,3.12151279625707,4.3437631221496,5.25046897275541,4.14828336250318,3.35445216057956,0.859174455866435,4.20249608419658,3.16349873228288,4.17072627613155,4.23557389936858,3.50182126542091,4.10559427579519,0,0,3.48607074373567,0,0,0,0,0,0,0,0,0.624802765252947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KCTD16",1.36793014143188,1.52656966049778,1.71017274827966,1.26363540356833,0.517023672064581,1.17504548611091,0.243669080966863,0.385154896884344,0.657182660128423,0.358396261956654,0.473007567916174,0.359521170427595,1.1991226420136,0.822118274729345,0.445726703349984,0.521050736900963,1.70752479089961,0.774839759827326,0.336854639125465,0,1.55532535898925,1.60975496217244,2.07004578817293,1.38956681176273,0.999278472082541,1.12895322038601,2.28540221886225,0,0,0,0,0,0,0,0,0,1.50944249308018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLDN18",4.66328768473671,4.8675999893454,5.07326326606924,4.17208742259293,4.05354581772798,3.54201035553661,3.99990982874206,4.13865066588866,3.77768271707355,4.0639343057541,3.39615948907315,3.59657740505245,3.64869551958324,1.56608449051547,4.94143501260249,2.19250981894195,2.26933242973416,3.07860983469637,2.68818035858693,3.5854433189362,3.1807843910787,3.05606323201852,3.25882039687641,3.10701824988212,2.20726817311203,1.50182126542091,2.03527198997269,3.04893364519792,0.657182660128423,1.68750866072073,0.713695814843359,0.645240512645265,0,0,0,0,0,0.795766947782392,1.29219277390189,0,0,0,0,0,0,0,0,0.526068811667588,0,0,0,0,0,0,0,0,0,0,1.18205660901025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2862897581341,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECSCR",3.12167855658825,2.7327033538956,4.54522706822015,1.84197311892718,2.32653734813995,3.21567859660793,2.6564963705535,1.9126498648972,1.78826808286684,1.19282540355239,1.94560770318137,2.3743439890385,0,0,4.74238354811126,0.584000383285773,0.867105729502655,1.77357442277131,3.720059526764,3.41237507512001,3.55777767139493,2.56242561196062,2.08848085496368,3.61211655222488,0.55581615506164,1.80817908377147,1.32135090142462,0.192825403552391,0,0,0,0,0,0,0,0,0,0,0,2.54843662469604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16349873228288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NRG4",3.36988520228402,3.31788288282941,3.3188952496983,4.09043004232162,3.90207357931074,4.0164963198962,3.30553283223929,3.21738583638005,3.21350281998392,2.92751724619848,3.18840092460321,2.97066962537909,3.44982545937343,3.13076616921084,0.336854639125465,2.95512678126137,3.97333575047661,3.38156025476946,3.50855542157028,3.87381319835909,4.18705508996806,3.61823865559545,3.88156673981009,3.93941466130072,3.90467676550867,3.52569306090602,1.9297909977186,3.25670876758438,0,0.739848102699327,0,1.04684025420297,0,0,0.416839741912829,0,0,1.14730669878029,0,2.25035527176305,0,0,0,2.41142624572647,0,0,0,0,0,0,0,2.49159659441045,1.47352717715676,0,0,0,0.54794331129035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL17C",3.37128005402265,4.4326254114323,4.53318954460032,2.81639490916912,2.87636959997278,2.86848923057261,1.47715921118664,1.633198686374,2.07963411236871,1.90996506675797,2.70509321973489,2.33141859783481,2.67784646639964,4.8814199080924,0,0,4.55698112700181,3.33385304336707,4.50544636893203,1.33170521649889,3.03597574366513,4.14020604412976,3.26498673377776,3.81700921407127,3.17056605679207,0,1.19534759832222,0.682573297347578,0,0.302172799740752,0,0,0.387362540835996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FER1L6",1.35614381022528,1.60074549796208,1.87381319835909,1.11503324294624,2.04439411935845,2.19377174339668,1.32826202860941,1.34766565630097,1.391767719956,1.74459168654238,1.69465736554709,1.6238668618527,4.0432570025244,2.53828982985849,2.85379609049292,2.85119933859329,1.73205207330029,1.54794331129035,2.15607296095057,2.82863158168802,2.62690633069132,3.32437859412218,2.38349694415537,3.25761413004954,2.52882133100913,0,1.13356352574111,0.334568275666133,0,0.35727047567956,0,0,1.22712493444993,0,0.59741198755465,0,0,0,0,0,1.24184018356467,0,0,0,0,0,0,1.71457523885163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIF1A",1.24366908096686,1.30041662783687,1.52105073690096,1.24488705912353,1.39944456458946,1.44784364436209,1.62713987096555,1.98404242609702,2.37517847958961,2.41413553298445,1.20351441113076,0.982582946922591,2.07963411236871,1.03068920407114,1.58688481285218,1.22835695420105,1.48026512205446,1.15380533607904,2.07450543636363,1.74329952788826,2.32192809488736,1.64247053731582,1.91953077638729,2.10332977711185,2.09051472988825,2.04858495757305,1.92295896423617,2.24153514179572,0,0.331131922217202,0,1.36793014143188,0,0,0,0,0.166072675946706,0,0,1.09017594979021,0,0,0.432959407276106,0,0,0,0,0.544979883255804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRIN2B",1.63923216324928,1.91111630637822,1.8611613657534,2.06970216663007,2.6095185904113,2.79659775404831,1.6955484681331,1.73378816862518,2.17472598770613,2.05693028838267,1.82781902461732,1.90881290773955,2.68571593599065,2.52782102239503,3.69108744095189,3.79597469420667,2.54868321815718,2.23204671335011,2.62269612816767,1.34084707705041,3.317159328453,2.52205574916096,2.48362233032349,3.05762355847813,0.618238655595455,1.43456151187261,0.977463111239466,2.63946371690372,0.859969548221026,0.185232254230161,0.6915341649192,0,0,0,0,0.457331625485014,0,0,0,0.401630466584741,0.919149363287674,0,0,0.270229907237998,0,0,0,0,1.26122990898705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
