"","Oocyte..1.RPKM.","Oocyte..2.RPKM.","Oocyte..3.RPKM.","Zygote..1.RPKM.","Zygote..2.RPKM.","Zygote..3.RPKM.","X2.cell.embryo.1..Cell.1.RPKM.","X2.cell.embryo.1..Cell.2.RPKM.","X2.cell.embryo.2..Cell.1.RPKM.","X2.cell.embryo.2..Cell.2.RPKM.","X2.cell.embryo.3..Cell.1.RPKM.","X2.cell.embryo.3..Cell.2.RPKM.","X4.cell.embryo.1..Cell.1.RPKM.","X4.cell.embryo.1..Cell.2.RPKM.","X4.cell.embryo.1..Cell.3.RPKM.","X4.cell.embryo.1..Cell.4.RPKM.","X4.cell.embryo.2..Cell.1.RPKM.","X4.cell.embryo.2..Cell.2.RPKM.","X4.cell.embryo.2..Cell.3.RPKM.","X4.cell.embryo.2..Cell.4.RPKM.","X4.cell.embryo.3..Cell.1.RPKM.","X4.cell.embryo.3..Cell.2.RPKM.","X4.cell.embryo.3..Cell.3.RPKM.","X4.cell.embryo.3..Cell.4.RPKM.","X8.cell.embryo.1..Cell.1.RPKM.","X8.cell.embryo.1..Cell.2.RPKM.","X8.cell.embryo.1..Cell.3.RPKM.","X8.cell.embryo.1..Cell.4.RPKM.","X8.cell.embryo.2..Cell.1.RPKM.","X8.cell.embryo.2..Cell.2.RPKM.","X8.cell.embryo.2..Cell.3.RPKM.","X8.cell.embryo.2..Cell.4.RPKM.","X8.cell.embryo.2..Cell.5.RPKM.","X8.cell.embryo.2..Cell.6.RPKM.","X8.cell.embryo.2..Cell.7.RPKM.","X8.cell.embryo.2..Cell.8.RPKM.","X8.cell.embryo.3..Cell.1.RPKM.","X8.cell.embryo.3..Cell.2.RPKM.","X8.cell.embryo.3..Cell.3.RPKM.","X8.cell.embryo.3..Cell.4.RPKM.","X8.cell.embryo.3..Cell.5.RPKM.","X8.cell.embryo.3..Cell.6.RPKM.","X8.cell.embryo.3..Cell.7.RPKM.","X8.cell.embryo.3..Cell.8.RPKM.","Morulae..1..Cell.1.RPKM.","Morulae..1..Cell.2.RPKM.","Morulae..1..Cell.3.RPKM.","Morulae..1..Cell.4.RPKM.","Morulae..1..Cell.5.RPKM.","Morulae..1..Cell.6.RPKM.","Morulae..1..Cell.7.RPKM.","Morulae..1..Cell.8.RPKM.","Morulae..2..Cell.1.RPKM.","Morulae..2..Cell.2.RPKM.","Morulae..2..Cell.3.RPKM.","Morulae..2..Cell.4.RPKM.","Morulae..2..Cell.5.RPKM.","Morulae..2..Cell.6.RPKM.","Morulae..2..Cell.7.RPKM.","Morulae..2..Cell.8.RPKM.","Late.blastocyst..1..Cell.1.RPKM.","Late.blastocyst..1..Cell.2.RPKM.","Late.blastocyst..1..Cell.3.RPKM.","Late.blastocyst..1..Cell.4.RPKM.","Late.blastocyst..1..Cell.5.RPKM.","Late.blastocyst..1..Cell.6.RPKM.","Late.blastocyst..1..Cell.7.RPKM.","Late.blastocyst..1..Cell.8.RPKM.","Late.blastocyst..1..Cell.9.RPKM.","Late.blastocyst..1..Cell.10.RPKM.","Late.blastocyst..1..Cell.11.RPKM.","Late.blastocyst..1..Cell.12.RPKM.","Late.blastocyst..2..Cell.1.RPKM.","Late.blastocyst..2..Cell.2.RPKM.","Late.blastocyst..2..Cell.3.RPKM.","Late.blastocyst..2..Cell.4.RPKM.","Late.blastocyst..2..Cell.5.RPKM.","Late.blastocyst..2..Cell.6.RPKM.","Late.blastocyst..2..Cell.7.RPKM.","Late.blastocyst..2..Cell.8.RPKM.","Late.blastocyst..2..Cell.9.RPKM.","Late.blastocyst..2..Cell.10.RPKM.","Late.blastocyst..3..Cell.1.RPKM.","Late.blastocyst..3..Cell.2.RPKM.","Late.blastocyst..3..Cell.3.RPKM.","Late.blastocyst..3..Cell.4.RPKM.","Late.blastocyst..3..Cell.5.RPKM.","Late.blastocyst..3..Cell.6.RPKM.","Late.blastocyst..3..Cell.7.RPKM.","Late.blastocyst..3..Cell.8.RPKM."
"DKFZp686O1327",1.41142624572647,1.58159227883601,1.26363540356833,1.50842865253186,1.43242497680476,1.20789285164133,1.06143060049775,1.05658352836637,1.2147465226824,1.52857131887076,0.733788168625182,0.768078435016455,2.17536491377543,1.43722773891291,2.14925936549962,2.44360665147561,0.537047519404657,1.391767719956,1.03280614508324,0.74416109557041,1.17823658460481,0.938850337006064,1.1833277060448,1.19786539135374,0.635057829725214,1.70132725741294,1.94110631094643,0,0,0,0,0,0,0.249748715083569,0,0,0.284514133244245,0.323081789503733,0,0,0,0,0.49467161164755,0.225274929869569,0,0,0.289244285156642,0,0,0,0.374065718222538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06488285158485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDK15",1.7158933705476,2.36401205355861,2.5489297694764,1.76256143004889,2.45470232816369,2.87341950343486,2.13586316536868,2.07450543636363,1.27857955045842,1.71105432181207,1.7995018140616,1.62339868237726,1.55973652443298,2.09322211053902,1.82211827472934,3.72027846523333,0.367371065648529,3.59884157813329,3.10869171607241,2.48129894154757,3.55028504908841,2.9725088594896,1.55336050333533,2.95847151623916,0.293958979028694,0,0.400537929583729,0,0,1.04194382997017,0.643394453479892,0,0,0,0,0,0,1.50842865253186,0,1.16671544496642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TBX5",3.88674522474211,4.96398267681378,5.35445216057956,4.85574059171503,3.85539177160777,5.39242046874437,4.33763974046078,4.33642622188672,3.38777609825344,3.33813912804328,2.41305242854853,2.1740867785504,5.11253333755398,5.21536797220348,3.8444860877578,5.40401751071222,4.54008928198252,5.20781478161556,5.35702409278409,4.89185659544206,4.49294272099862,5.18840092460321,4.94542042531509,4.50620838930675,4.51273256301436,3.82812378715218,3.50347595134332,4.60945949141939,0,0,0.53605290024021,0,2.12399720369191,0.194087052116302,0,0,1.90342396588874,1.74114335495532,0,2.80302033179371,0.845590408847855,3.15445359267987,0,0,0,0,2.39835037034596,0,0.541019153133559,0,0,0.689746438493556,0,0,1.43456151187261,0,0,0.490570130446201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C9orf171",2.76404885418628,2.5033487351675,2.40299497537925,1.99927847208254,2.65764000520782,2.0830431287018,0.867105729502655,0.967168607532628,1.3595211704276,1.58255600301406,1.22835695420105,1.57821416547245,3.11470017240548,0.499782120147312,0.191562650700756,2.61518085131524,1.81885056089543,1.38404980679516,1.51096191927738,0.264236151043547,2.23572705983806,1.64200835725712,1.64247053731582,1.91418179500227,1.93357263826102,2.70021774798281,1.28569812595812,0,0.222804561045261,0.347098670622268,0.16349873228288,0,0,0,0,0,0,0,0,0.211635253327149,0,0,0,0,0,0,0,0.280956313831056,0,0,0,0.177598929327733,0,0,0,0,0,0,0,0.64984535230601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OPALIN",1.58207422139633,1.25035527176305,1.3311319222172,2.98294795515753,2.70088355602827,2.99855658313033,2.07963411236871,2.05345893194152,1.611172380044,2,1.9865929673059,2.24731993497982,0,2.84197311892718,0,2.4877435830197,3.13109555164169,3.06108492060131,3.44320879468009,2.54966917072649,3.09643053999702,3.43389418449085,3.00450139223494,3.20711196120771,0,2.07724299893246,1.94035471153329,0.301002256032814,0,0,0,0,0,0,0,0,0,0,0,0,1.11169907219742,2.24549566281992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLHL32",3.46414545669119,3.30056305717381,2.78010008447995,4.06488285158485,3.4312217839103,2.68392098080932,2.49646234958226,2.14632937343578,2.13454953446445,2.57434375392001,3.88508622529017,3.86700685721115,3.46100460993347,4.69882966020385,3.44174904700924,3.57748925378772,3.4479758500933,3.10718568387997,3.09186905530185,3.17871464117544,2.91609442293836,2.59931779369823,2.79742808215231,2.34766565630097,1.1940870521163,3.04369446122598,1.34709867062227,3.03474394932473,0,0,1.71677145641822,0,0.762136169901112,0.592636428606577,0,0,1.34198574722862,0,0.779049552837459,1.24610400988392,1.24427819857814,2.38681094647222,0.835924074254375,0.606915941825205,0,0,2.32624970083746,0,0,0,1.18523225423016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC285401",0.746742715777736,0.62854031926276,0.480265122054463,0.332278283056929,0.869476633965402,0.84639302085236,0.462575888042204,0.207892851641333,0.577247535593151,0.190298791626595,0.414676780426886,0.16349873228288,0.237563718317676,1.54695617814141,2.73205207330029,1.13750352374994,3.20711196120771,0.891419186846079,1.04404433270602,0,2.23480785302717,0.532067552289031,0.621993231666123,2.00539998774259,3.06763871687536,0,0,0.427606172781899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645240512645265,0,0,0,0
"CBLN4",3.63691458035588,3.53493313343241,2.38266725274504,3.27604994167305,3.605257262939,3.22280456104526,2.38791392438595,2.61823865559545,2.12730310578213,2.68594014844598,1.42706975521079,1.92219784839637,2.31817220300303,0,1.1414327909293,1.83592407425437,0.175045486110914,1.36176835941915,1.52707033551266,1.73984810269933,2.47793631599449,2.18903382439002,1.36513259345253,1.71193535697892,1.5089356618644,1.58640447489506,1.46362245685189,1.17696099208944,0,0,0,0.314986485468515,0,0,0,0,1.40762467556661,0,0,0.225274929869569,0,0,0,1.35445216057956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43562859405209,0,0,0,0,0,0,0,0
"LMO3",2.77188557851537,2.73876783680019,2.85239842028655,2.66721091248087,1.93583687368403,1.7945198406243,1.74846123300404,1.9271379389685,1.59693514238723,1.63691458035588,1.15704371014558,1.00863030514344,1.8491986517647,3.21396933414833,0,2.21412480535285,2.67151983744411,2.09457389798005,2.34255474547732,2.34624777408278,2.78450398292957,1.8375396343794,2.60975496217244,2.6674380191387,1.05311133645956,0.976730220677153,0.578214165472454,0,0,0,0.15704371014558,0,0,0,0,0,0,2.38956681176273,0,0,0,0.191562650700756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH5",2.30363464507901,3.01364091066939,2.90919706299169,2.30626223972785,3.40449444595877,4.01720929003222,2.4154882710497,2.25459404303314,2.83834673652123,2.87006875178241,2.53156860881496,2.48902906385044,0.674460651560259,3.28125313412649,1.96901230751632,1.58736499093646,2.83025532416768,2.84498815668261,1.69064057861569,0.884402552983687,1.85239842028655,2.86036693013812,2.17823658460481,1.68974643849356,0,0,0,1.41088377719558,0,0,0.745882688902259,0,0,0,0,0,0,1.14990966753492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCN1A",2.29777835515853,2.39204259754869,2.69932952567316,2.41196851036013,1.92067441104162,2.05727696507325,1.62199323166612,1.81721392425833,2.1073530984483,1.96974912828866,1.72639529165045,1.89530262133331,1.5089356618644,2.97782941695196,1.06763871687536,2.33856703700115,2.10936055940423,2.29572302453997,2.67038715697383,2.44810804371056,2.25035527176305,1.98331287106712,2.45916928659895,2.16832111573972,3.20492321668599,2.74351496805007,2.75210629932519,1.23081784186108,0,0,0.14535138557262,0.950095094173686,0,0.162210036314307,0,1.07519031415522,0.884402552983687,0,0,1.27976842159359,1.0765590951316,1.0799753767206,0.279768421593595,0,0.149259365499623,0,0.906890595608518,0.463622456851893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177598929327733,0,0,0,0,0,0.282143228781498,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNF150",2.77125175187814,3.0799753767206,2.31556623031895,2.17248751551013,1.97342759800431,2.26423615104355,1.74459168654238,1.49262232857445,1.7407117333991,1.65489375747332,1.92637902519988,1.83228243570098,2.1407786557828,3.56510969653183,2.72552304552903,2.95902821894369,2.14404636961671,1.9656919492247,3.44824022521607,2.60975496217244,2.80982599609745,3.13389227019756,3.26603689399532,2.73183491441663,0.697773819555186,2.75851638854748,1.64524051264527,1.86591881455221,0,0.334568275666133,0,0,0,0,0,0,0,0,0,0.241230035515445,0,0,0,0,0,0,1.30451104180995,0,0,0,0,0.138814468902282,0,0,0,0,0,0,0.964213777946939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14535138557262,0.733788168625182,3.48465374773357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENPP2",4.65518006897893,5.17048594044936,4.81049451757768,4.29263452793675,3.30932173048402,3.79399989430343,3.18681745935711,3.29234004027684,4.17974988729563,3.35924002552933,2.92808602012301,3.26573692621362,3.88713530046191,2.02290040211008,4.50627187284027,3.92124588858559,4.49965457781943,4.83344673639893,4.39547415580252,5.01591677210689,3.64662350847658,3.87223777364246,3.91226662806645,4.2869550544525,1.2060180040209,3.28776777797538,2.55998119415983,4.78633498041697,0,1.75574217934539,0.784085142734757,0,0.874206785877799,0,0,0,2.06626144226872,0.199122642013601,0.589763486984977,2.42599632135108,1.26723614181241,0,0,2.65603866273212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91456452349394,1.94335876267781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650764559116902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MCTP2",2.38653507018475,2.84699468696557,2.87754795155549,2.3138262963904,3.34525442674739,3.45785691041377,2.37267355846876,2.37350901551801,2.45549162062847,2.53480866123175,2.88557436437143,2.88029370151051,3.96421377794694,3.10818988000466,2.35698889179248,3.55237707109487,4.11136523092765,3.59239723519794,3.29351763041742,3.55887985347544,3.53953107147415,4.16083953437027,3.51045562166176,3.44174904700924,3.1263121303287,2.24823120674876,3.45061742373415,3.19943678355886,0,0.291603558030565,0.225274929869569,1.06419306192749,0,0,0,1.49262232857445,0.584962500721156,0,0,2.24305970607253,1.10232219119669,1.60596835884146,2.00216242115062,0,0,0.191562650700756,2.16800012451782,0.533064921869638,0.787432464516868,0,0.202887833470143,0,0,0.393965275660243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSGALNACT1",2.68974643849356,2.70332222667421,2.85778198898326,2.77904955283746,2.44731470025318,2.72726701073491,2.20882936257385,2.03068920407114,2.60074549796208,2.43482835641991,1.94335876267781,2.07313470463022,3.86453284514812,3.23771666769931,4.603477988254,3.19172055526403,2.66584752125555,2.6000318224388,2.79327165449808,2.21412480535285,3.32293762812056,3.98513606736801,3.72922645499115,3.58351908385149,0.853596506202512,1.89141918684608,2.80879689623151,2.70310069960416,0,0.249748715083569,0,0,0,0,0.468843942974637,0,0,0,0,0.7311832415722,0,0,0,0,0,0,0,0,0,0,0,1.24366908096686,0,0,0,0,0,0,0,0,0.377401430785794,0,0,0,0.768925335563751,0,0,1.59024270806259,0.151858816727005,0.178873958169795,0,0,0.158337027167101,0,0,0,0,1.45733162548501,0,0,0,0.412510571249805,0,0,0,0,0,0,0,0.343692069179019
"KCNH7",1.58207422139633,1.42867840994823,1.32250505751888,1.08678376614207,0.842375488206288,0.964953052900799,0.771463058365651,0.807354922057604,1.13158948432814,1.1243281350022,0.319617934200161,1.11769504266975,2.50918909972906,1.41521782488884,0,0.215367972203479,1.81229284487327,1.12565110166152,0.889084098598149,1.02786177535451,1.41413553298445,1.30975827142464,1.790772037862,1.43669488755288,0.460480470040011,1.86591881455221,1.78031009904338,1.151858816727,0,0,0,0,0,0,0.560714954474479,1.65306001710456,0,0.956056652412403,0,0,0,0,0,0,0,0,0.24731993497982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAMD3",2.83511561525822,2.88811002858553,3.27575204882853,2.85917445586644,3.06298513586133,2.56559717585422,2.70619898742978,2.67784646639964,2.46858331700683,2.35247605905033,1.72027846523333,1.19849415363908,2.8324849902876,4.25731240568561,3.98157869784235,1.37962096205571,1.25580283660272,4.50347595134332,2.76277401312463,2.95251994903785,3.59955584254637,2.37155886261196,3.90506202354978,3.40367674612153,1.86393845042397,2.17472598770613,3.3649925735523,1.79327165449808,1.23450132056221,0,0.905350899580958,1.50589092972996,0,1.15055967657538,0,0,2.05935527761642,0,0,1.74889054264591,0,0,1.09895848008817,0.936590829823939,0,0,0,0,0,0,0,0,0,0,0,1.43722773891291,0.31034012061215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM7A3",2.24549566281992,2.74027998267288,2.26333493599651,2.43001758672766,2.02467428041162,1.93470520017256,1.77568270173906,2.05727696507325,1.60074549796208,2.21536797220348,1.35895882583233,1.68212378961972,2.96162332828694,4.5812307162325,3.60050764534579,3.37016428054021,3.61529857909211,0.151858816727005,1.87931367631089,3.1013139010863,2.64085225891744,2.09862167722896,1.74931972457408,2.04823618565285,3.68167414179283,5.09343341083685,5.21229695970725,4.35916973074329,0,0,0.358396261956654,0,0,0,0,0,0,0,0,0,1.40435819483331,0,0,0,0,0,4.54510348103192,0,0,0,0,2.02609181434133,0,0,0,0,1.37573453858316,0,0.605968358841458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEAN",2.24123003551545,1.98440706531061,2.02112434003561,3.08932865133343,2.79264715623818,2.27052894238072,2.47819525793917,2.5165194976611,2.60762622084549,2.72944400683366,2.95494073508909,3.03121873061072,2.84056394205016,2.81475548280987,0,2.60502015306241,2.02147972741045,2.43055290956901,2.51273256301436,3.44201456555989,2.68414547237453,2,2.47404659931931,2.96587661419019,3.81885056089543,1.16607267594671,2.93508252331866,4.19526884644355,0,1.17248751551013,1.09828479572342,0,0,0.957543200757105,1.14925936549962,0,1.19849415363908,0,0,0,0,2.67739548326346,0,0,0,0,0,0,0,0,0,0,0,0.258217389536018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EFHC2",2.66083736769628,3.30144132122745,3.30436501265442,3.34511246413563,3.5453506448223,3.29410606523373,3.12581638722519,2.80508604669545,3.50639883152745,2.69443450387353,2.50105692365951,2.6564963705535,4.09246117311886,3.82527683005487,3.50817508103267,4.57179814170986,3.32034025687128,4.1129502893909,3.86957533714615,3.67818461126018,3.01987979435658,3.51929027903653,3.64881054410321,3.19644967348753,5.40606040972377,4.35409948376433,2.65786862339084,3.69577115780567,0,1.78450398292957,2.07244885006969,2.25096157353322,1.28273632027634,0,1.73552217729654,0.878136766626948,0,0.166072675946706,0,0.704871964456353,1.52356195605701,0,1.61682816660493,0,0,0,0,0,0,0,0,0,2.120020095616,0,0,0,0,0,0.794103898559748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13651953255056
"DOCK10",1.77736710945041,1.33399611819645,1.9667995846272,1.27738969881086,1.58880456701555,1.06419306192749,0.709290635723358,0.788268082866837,0.987684677566761,1.16221003631431,0.693319678811575,0.601221085584946,1.9627340905958,1.44148347958264,1.38681094647222,1.96236393150695,1.41521782488884,0.886745224742109,1.01077983875324,0,1.53007074222508,2.07313470463022,2.13717560124804,0.655351828612554,1.13093086982645,0.155749232677945,0,0.687060688339892,0,0.284514133244245,0,0,0,0,0,0.432959407276106,0,0,0,1.88674522474211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BICC1",3.19093085956261,3.21288056634438,3.57761009769958,3.38418798935749,2.94035471153329,3.74674271577774,2.77841886647074,3.01364091066939,3.11069731654493,3.53044535469291,2.83430670296291,2.9994588878948,3.67095360836942,4.16140401638112,0,3.58892446687358,4.70835279978436,3.48271923480675,4.44665324728625,3.37267355846876,3.82781902461732,2.68616432606136,3.09288396567848,3.71424551766612,3.80250344058368,3.77367990992383,0.160920188181103,0.18269229751619,0,0,0,0,0,0,1.03773362744651,0,1.41899946543127,0,0.169925001442312,0.678071905112638,2.10567807789454,0,1.72159139877538,0,0.177598929327733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CYP24A1",0.86235219953202,1.46519088792598,1.58351908385149,2.18014786115843,1.50182126542091,1.12101540096137,1.10701824988212,1.31092173523034,0.91532967601301,1.26783539209762,1.24123003551545,1.17376706773671,1.67716993881825,3.3655525716344,0.655351828612554,2.24883840164025,2.42277121932047,1.94073056018486,1.611172380044,0.29983076182237,2.11236652307256,2.64085225891744,1.70487196445635,1.81844157576416,2.57240464739033,0.519038609600059,1.06143060049775,0,0,0.557777671394926,0,0,0,0,0.560714954474479,0,0.189033824390017,0,0,0.162210036314307,0,0.230203013366421,0.367371065648529,0.58880456701555,0,0,0,0,0.312665173558394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERG",1.30451104180995,1.298071734934,1.9667995846272,1.30742852519225,1.39231742277876,1.59311469648462,1.32308178950373,1.32883646422954,1.14274017211608,1.25096157353322,1.04264433740849,1.01292617444427,1.01506932171765,3.43975609871484,1.59454854955035,2.42223300068305,1.9608823446852,2.11536623660978,0.465713319595964,1.77610398807316,1.76977173924945,1.42330923724239,1.29631056070809,1.48129894154757,0,0,0.699551632523089,0,0,0,0,0,0,0,0,0,0.43189034828618,1.32423456227053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARHGEF9",2.37795663381011,2.15088457130503,2.15962918582123,2.31730406836191,2.4425454561053,2.32596199617185,2.28184659157661,2.25519856641969,2.40163046658474,2.44360665147561,2.1804661612239,2.18935017019567,1.05797006863733,2.26303440583379,2.64131480943147,0.194087052116302,1.92295896423617,2.89975568612361,2.90477308966433,3.18428029441938,2.97324389710117,3.20820508950445,3.11403380055027,3.09389816258555,2.21319172671244,2.00396196615242,2.27560307933685,2.56315813040281,0,0,0,0,0.305678743242287,0.542010355536609,0.202887833470143,0.840765337323874,0,0,0.724213686757358,0,0,1.69732902379372,1.04264433740849,0,0,0,0,0,0,0,0.459431618637297,0,0,0.138814468902282,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574343753920013,0,0,0.855192407959154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359521170427595,0
"RAB38",1.36120689023873,2.70154905694307,2.69821847822441,2.41602901132623,1.60407132366886,1.53804145333366,2.63226821549951,2.54126701758583,2.61423868309179,1.89413868819967,2.35755200461808,1.95865710767711,3.92362461136832,2.62713987096555,4.05892254266585,3.19329865106882,3.73617189360605,3.76213616990111,3.53256632326751,3.78188423454149,3.21878116778407,2.68122435377956,2.20695573238728,3.55814515898958,4.8631455429894,2.7172102990196,1.85159914323515,2.60596835884146,0.843179890257174,0,0.297484915710575,0,0,0,0,0.395062799517578,0.497740088609093,0,0,0,2.18903382439002,0.137503523749935,0,0,0.31150311546827,0,0.24731993497982,0,0,0,0,0,1.78743246451687,0,0,0,0,0.172487515510134,0.241230035515445,0,0,0,0,0,0,0,0,0,0,0,1.48542682717024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK7",1.06970216663007,1.77736710945041,1.5528688710113,1.53754457196457,1.01364091066939,1.10299399332333,1.33571191032046,1.05727696507325,1.32768736417605,0.898401859992193,0.264236151043547,0,0.253384235800074,0,0,3.16365973836986,1.16478627814334,1.61588707391606,1.49210955265261,3.13717560124804,1.68795649404448,0.772307974958403,1.80817908377147,1.80487960825467,1.202260983562,0.253384235800074,0.863938450423971,1.0264459803038,0,0,0,0,0,0,0,0,1.75574217934539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INSC",2.81126550377674,2.95568477586932,2.97709671249695,1.96199367742026,2.37545653587666,2.55360625668587,1.17759892932773,1.58976348698498,1.56608449051547,1.1807843910787,1.63923216324928,1.2862897581341,0.340277404766254,3.16124275834251,4.49537538094463,2.41872967673653,2.83572200197435,2.91991208867731,2.79327165449808,2.81946382128337,3.03403959435364,2.31614574229336,2.54201035553661,3.32811838395943,2.16542962042419,1.29983076182237,2.16478627814334,0.892973815273334,0,0,0,0.142740172116082,0,0,1.49774008860909,0.754459973625479,0,3.64547110403725,0.220329954879556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709290635723358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.741574847418796,0,0,0,0,0,0,0,0,0.460480470040011,0,0
"LOC285441",4.53225461161388,4.25753870487421,3.90323113089,3.68694867350689,4.67688795866746,4.39245481576404,4.14966583862121,4.12474169241965,4.14551442959617,4.29777835515853,3.27783600818515,3.14893410452634,3.60229058486114,4.111615619122,3.43855900692367,1.49671798793518,3.41872967673653,3.70796645477598,4.2677604994228,3.8307623691386,4.64812025938148,3.02076886509457,3.63610254597701,3.68246093354512,3.15477761178082,2.20539251298968,1.906505825626,4.22774107583913,0,2.01756564301437,0.16478627814334,0,0,1.03280614508324,1.08882003329859,0,2.85897561429202,0.200378797984026,0,1.68616432606136,0,0,2.91399039267484,0.331131922217202,0,2.44863669708433,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250961573533219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PDE9A",6.62209575873774,6.06220807756025,6.31117611791306,4.77647251272663,4.65036247819991,4.538227739736,4.44744695446245,4.36541259249094,3.54843662469604,4.03852397688151,3.59645813955899,3.50080205305716,3.41710988423005,3.85489331082096,3.94476476126964,4.8804406478879,3.04893364519792,4.74942700010976,4.00728521845538,4.56894414465471,4.59747158212024,4.48729339399181,4.42498925122091,4.37649876991979,3.48555563347727,3.05675691879274,4.00486089760458,2.52631925781714,0,1.07244885006969,0.55581615506164,0,1.77357442277131,0,0.529071299829111,2.14371993109492,0,0,0,1.877744249949,2.80756100662918,3.44121786326211,0,0,0,1.25217341320203,1.93243918655347,0,0,0,0,0,0,0,0,0,0,1.22094900446678,0.168642035558839,0,0,0,0,0,0,0.183962834842595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
